iata_code,name,municipality,iso_country,continent,latitude_deg,longitude_deg
BQK,Brunswick Golden Isles Airport,Brunswick,US,NA,31.25880051,-81.46649933
BQN,Rafael Hernandez Airport,Aguadilla,PR,NA,18.49489975,-67.12940216
BQU,J F Mitchell Airport,Bequia,VC,NA,12.98840046,-61.26200104
BRD,Brainerd Lakes Regional Airport,Brainerd,US,NA,46.39830017,-94.13809967
BRL,Southeast Iowa Regional Airport,Burlington,US,NA,40.78319931,-91.12550354
BRO,Brownsville South Padre Island International Airport,Brownsville,US,NA,25.90679932,-97.42590332
BRX,Maria Montez International Airport,Barahona,DO,NA,18.25149918,-71.12039948
BTM,Bert Mooney Airport,Butte,US,NA,45.95479965,-112.4970016
BTR,Baton Rouge Metropolitan Airport,Baton Rouge,US,NA,30.533199,-91.149597
BTV,Burlington International Airport,Burlington,US,NA,44.47190094,-73.15329742
BUF,Buffalo Niagara International Airport,Buffalo,US,NA,42.94049835,-78.73220062
BUR,Bob Hope Airport,Burbank,US,NA,34.20069885,-118.3590012
BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,US,NA,39.1754,-76.668297
BYM,Carlos Manuel de Cespedes Airport,Bayamo,CU,NA,20.39640045,-76.62139893
BZE,Philip S. W. Goldson International Airport,Belize City,BZ,NA,17.53910065,-88.30819702
BZN,Gallatin Field,Bozeman,US,NA,45.77750015,-111.1529999
CAE,Columbia Metropolitan Airport,Columbia,US,NA,33.93880081,-81.11949921
CAK,Akron Canton Regional Airport,Akron,US,NA,40.91609955,-81.44219971
CAP,Cap Haitien International Airport,Cap Haitien,HT,NA,19.733,-72.194702
CCC,Jardines Del Rey Airport,Cayo Coco,CU,NA,22.46100044,-78.32839966
CDC,Cedar City Regional Airport,Cedar City,US,NA,37.70100021,-113.098999
CDV,Merle K (Mudhole) Smith Airport,Cordova,US,NA,60.4917984,-145.4779968
CEC,Jack Mc Namara Field Airport,Crescent City,US,NA,41.78020096,-124.2369995
CEN,Ciudad Obregón International Airport,Ciudad Obregón,MX,NA,27.39259911,-109.8330002
CFG,Jaime Gonzalez Airport,Cienfuegos,CU,NA,22.14999962,-80.41419983
CGI,Cape Girardeau Regional Airport,Cape Girardeau,US,NA,37.22529984,-89.57080078
CHA,Lovell Field,Chattanooga,US,NA,35.03530121,-85.20379639
CHO,Charlottesville Albemarle Airport,Charlottesville,US,NA,38.1385994,-78.45290375
CHS,Charleston Air Force Base-International Airport,Charleston,US,NA,32.89860153,-80.04049683
CHU,Chuathbaluk Airport,Chuathbaluk,US,NA,61.579102,-159.216003
CHX,Cap Manuel Niño International Airport,Changuinola,PA,NA,9.458962,-82.515062
CID,The Eastern Iowa Airport,Cedar Rapids,US,NA,41.88470078,-91.71080017
CIU,Chippewa County International Airport,Sault Ste Marie,US,NA,46.25080109,-84.47239685
CIW,Canouan Airport,Canouan,VC,NA,12.699,-61.3424
CKB,North Central West Virginia Airport,Clarksburg,US,NA,39.29660034,-80.22810364
CLE,Cleveland Hopkins International Airport,Cleveland,US,NA,41.4117012,-81.84980011
CLL,Easterwood Field,College Station,US,NA,30.58860016,-96.36380005
CLM,William R Fairchild International Airport,Port Angeles,US,NA,48.12020111,-123.5
CLQ,Licenciado Miguel de la Madrid Airport,Colima,MX,NA,19.277,-103.577002
CLT,Charlotte Douglas International Airport,Charlotte,US,NA,35.2140007,-80.94309998
CME,Ciudad del Carmen International Airport,Ciudad del Carmen,MX,NA,18.65369987,-91.7990036
CMH,John Glenn Columbus International Airport,Columbus,US,NA,39.998001,-82.891899
CMI,University of Illinois Willard Airport,Champaign/Urbana,US,NA,40.03919983,-88.27809906
CMW,Ignacio Agramonte International Airport,Camaguey,CU,NA,21.42029953,-77.84750366
CMX,Houghton County Memorial Airport,Hancock,US,NA,47.16839981,-88.4890976
CNM,Cavern City Air Terminal,Carlsbad,US,NA,32.33750153,-104.2630005
CNP,Neerlerit Inaat Airport,Neerlerit Inaat,GL,NA,70.74310303,-22.65049934
COS,City of Colorado Springs Municipal Airport,Colorado Springs,US,NA,38.805801,-104.700996
COU,Columbia Regional Airport,Columbia,US,NA,38.8181,-92.219597
COX,Congo Town Airport,Andros,BS,NA,24.158701,-77.589798
CPE,Ingeniero Alberto Acuña Ongay International Airport,Campeche,MX,NA,19.81679916,-90.50029755
CPR,Casper-Natrona County International Airport,Casper,US,NA,42.908001,-106.463997
CRI,Colonel Hill Airport,Colonel Hill,BS,NA,22.74559975,-74.18240356
CRP,Corpus Christi International Airport,Corpus Christi,US,NA,27.77039909,-97.50119781
CRW,Yeager Airport,Charleston,US,NA,38.37310028,-81.59320068
CSG,Columbus Metropolitan Airport,Columbus,US,NA,32.5163002,-84.93890381
CTD,Alonso Valderrama Airport,Chitré,PA,NA,7.987840176,-80.40969849
CTM,Chetumal International Airport,Chetumal,MX,NA,18.50469971,-88.32679749
CUA,Ciudad Constitución Airport,Ciudad Constitución,MX,NA,25.05380058,-111.6149979
CUK,Caye Caulker Airport,Caye Caulker,BZ,NA,17.73469925,-88.03250122
CUL,Bachigualato Federal International Airport,Culiacán,MX,NA,24.76449966,-107.4749985
CUN,Cancún International Airport,Cancún,MX,NA,21.03650093,-86.87709808
CUR,Hato International Airport,Willemstad,CW,NA,12.1889,-68.959801
CUU,General Roberto Fierro Villalobos International Airport,Chihuahua,MX,NA,28.70289993,-105.9649963
CVG,Cincinnati Northern Kentucky International Airport,Cincinnati,US,NA,39.04880142,-84.6678009
CVM,General Pedro Jose Mendez International Airport,Ciudad Victoria,MX,NA,23.70330048,-98.95649719
CXH,Vancouver Harbour Water Aerodrome,Vancouver,CA,NA,49.29439926,-123.1110001
CYA,Les Cayes Airport,Les Cayes,HT,NA,18.27109909,-73.78829956
CYB,Gerrard Smith International Airport,Cayman Brac,KY,NA,19.68700027,-79.88279724
CYC,Caye Chapel Airport,Caye Chapel,BZ,NA,17.70079994,-88.04109955
CYO,Vilo Acuña International Airport,Cayo Largo del Sur,CU,NA,21.61650085,-81.54599762
CYS,Cheyenne Regional Jerry Olson Field,Cheyenne,US,NA,41.15570068,-104.8119965
CYT,Yakataga Airport,Yakataga,US,NA,60.080974,-142.494541
CYW,Captain Rogelio Castillo National Airport,Celaya,MX,NA,20.546,-100.887001
CZH,Corozal Municipal Airport,Corozal,BZ,NA,18.38220024,-88.41190338
CZJ,Corazón de Jesús Airport,Corazón de Jesús and Narganá Islands,PA,NA,9.4446,-78.5888
CZM,Cozumel International Airport,Cozumel,MX,NA,20.5223999,-86.92559814
CZN,Chisana Airport,Chisana,US,NA,62.07120132,-142.0480042
DAB,Daytona Beach International Airport,Daytona Beach,US,NA,29.179899,-81.058098
DAL,Dallas Love Field,Dallas,US,NA,32.847099,-96.851799
DAV,Enrique Malek International Airport,David,PA,NA,8.390999794,-82.43499756
DAY,James M Cox Dayton International Airport,Dayton,US,NA,39.90240097,-84.2193985
DBQ,Dubuque Regional Airport,Dubuque,US,NA,42.40200043,-90.70950317
DCA,Ronald Reagan Washington National Airport,Washington,US,NA,38.8521,-77.037697
DCF,Canefield Airport,Canefield,DM,NA,15.33670044,-61.39220047
DDC,Dodge City Regional Airport,Dodge City,US,NA,37.76340103,-99.96559906
DEC,Decatur Airport,Decatur,US,NA,39.83459854,-88.86569977
DEN,Denver International Airport,Denver,US,NA,39.86169815,-104.6729965
DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,US,NA,32.896801,-97.038002
DGA,Dangriga Airport,Dangriga,BZ,NA,16.98250961,-88.23098755
DGO,General Guadalupe Victoria International Airport,Durango,MX,NA,24.12420082,-104.5279999
DHN,Dothan Regional Airport,Dothan,US,NA,31.32130051,-85.44960022
DLG,Dillingham Airport,Dillingham,US,NA,59.04470062,-158.5050049
DLH,Duluth International Airport,Duluth,US,NA,46.84209824,-92.19360352
DOM,Douglas-Charles Airport,Marigot,DM,NA,15.547,-61.299999
DSD,La Désirade Airport,Grande Anse,GP,NA,16.296902,-61.0844
DSM,Des Moines International Airport,Des Moines,US,NA,41.5340004,-93.6631012
DTW,Detroit Metropolitan Wayne County Airport,Detroit,US,NA,42.21239853,-83.35340118
DUJ,DuBois Regional Airport,Dubois,US,NA,41.17829895,-78.8986969
DUT,Unalaska Airport,Unalaska,US,NA,53.90010071,-166.5440063
DXE,Bruce Campbell Field,Madison,US,NA,32.438702,-90.103104
EAR,Kearney Regional Airport,Kearney,US,NA,40.72700119,-99.00679779
EAU,Chippewa Valley Regional Airport,Eau Claire,US,NA,44.86579895,-91.48429871
ECI,Costa Esmeralda Airport,Tola,NI,NA,11.427542,-86.033361
ECP,Northwest Florida Beaches International Airport,Panama City Beach,US,NA,30.357106,-85.795414
EGE,Eagle County Regional Airport,Eagle,US,NA,39.64260101,-106.9179993
EGX,Egegik Airport,Egegik,US,NA,58.1855011,-157.375
EIS,Terrance B. Lettsome International Airport,Road Town,VG,NA,18.44479942,-64.54299927
EKO,Elko Regional Airport,Elko,US,NA,40.82490158,-115.7919998
ELD,South Arkansas Regional At Goodwin Field,El Dorado,US,NA,33.22100067,-92.81330109
ELE,EL Real Airport,El Real de Santa María,PA,NA,8.1072,-77.7252
ELH,North Eleuthera Airport,North Eleuthera,BS,NA,25.47489929,-76.6835022
ELM,Elmira Corning Regional Airport,Elmira/Corning,US,NA,42.15990067,-76.89160156
ELP,El Paso International Airport,El Paso,US,NA,31.80719948,-106.3779984
ELV,Elfin Cove Seaplane Base,Elfin Cove,US,NA,58.19520187,-136.3470001
EMK,Emmonak Airport,Emmonak,US,NA,62.78609848,-164.4909973
ERI,Erie International Tom Ridge Field,Erie,US,NA,42.08312701,-80.17386675
ESD,Orcas Island Airport,Eastsound,US,NA,48.70819855,-122.9100037
EUG,Mahlon Sweet Field,Eugene,US,NA,44.12459946,-123.211998
EUX,F. D. Roosevelt Airport,Sint Eustatius,BQ,NA,17.49650002,-62.97940063
EVV,Evansville Regional Airport,Evansville,US,NA,38.03699875,-87.53240204
EWB,New Bedford Regional Airport,New Bedford,US,NA,41.67610168,-70.95690155
EWN,Coastal Carolina Regional Airport,New Bern,US,NA,35.07300186,-77.04290009
EWR,Newark Liberty International Airport,Newark,US,NA,40.69250107,-74.16870117
EXI,Excursion Inlet Seaplane Base,Excursion Inlet,US,NA,58.420502,-135.449005
EYW,Key West International Airport,Key West,US,NA,24.55610085,-81.75959778
FAI,Fairbanks International Airport,Fairbanks,US,NA,64.81510162,-147.8560028
FAR,Hector International Airport,Fargo,US,NA,46.92070007,-96.81580353
FAT,Fresno Yosemite International Airport,Fresno,US,NA,36.77619934,-119.7180023
FAY,Fayetteville Regional Grannis Field,Fayetteville,US,NA,34.99119949,-78.88030243
FCA,Glacier Park International Airport,Kalispell,US,NA,48.3105011,-114.2559967
FDF,Martinique Aimé Césaire International Airport,Fort-de-France,MQ,NA,14.5909996,-61.00320053
FHU,Sierra Vista Municipal Libby Army Air Field,Fort Huachuca Sierra Vista,US,NA,31.58849907,-110.3440018
FLG,Flagstaff Pulliam Airport,Flagstaff,US,NA,35.13850021,-111.6709976
FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,US,NA,26.072599,-80.152702
FLO,Florence Regional Airport,Florence,US,NA,34.1853981,-79.72389984
FNR,Funter Bay Seaplane Base,Funter Bay,US,NA,58.25439835,-134.897995
FNT,Bishop International Airport,Flint,US,NA,42.9654007,-83.74359894
FOD,Fort Dodge Regional Airport,Fort Dodge,US,NA,42.55149841,-94.19259644
FPO,Grand Bahama International Airport,Freeport,BS,NA,26.55870056,-78.69560242
FRD,Friday Harbor Airport,Friday Harbor,US,NA,48.52199936,-123.0240021
FRS,Mundo Maya International Airport,San Benito,GT,NA,16.91379929,-89.86640167
FSD,Joe Foss Field Airport,Sioux Falls,US,NA,43.58200073,-96.74189758
FSM,Fort Smith Regional Airport,Fort Smith,US,NA,35.33660126,-94.36740112
FSP,St Pierre Airport,Saint-Pierre,PM,NA,46.76290131,-56.17309952
FWA,Fort Wayne International Airport,Fort Wayne,US,NA,40.97850037,-85.19509888
GAO,Mariana Grajales Airport,Guantánamo,CU,NA,20.08530045,-75.15830231
GBJ,Les Bases Airport,Grand Bourg,GP,NA,15.86870003,-61.27000046
GCC,Gillette Campbell County Airport,Gillette,US,NA,44.34889984,-105.5390015
GCK,Garden City Regional Airport,Garden City,US,NA,37.92750168,-100.723999
GCM,Owen Roberts International Airport,Georgetown,KY,NA,19.2928009,-81.35769653
GCN,Grand Canyon National Park Airport,Grand Canyon,US,NA,35.95240021,-112.1470032
GDL,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,MX,NA,20.52179909,-103.310997
GDT,JAGS McCartney International Airport,Cockburn Town,TC,NA,21.44449997,-71.14230347
GEG,Spokane International Airport,Spokane,US,NA,47.61989975,-117.5339966
GER,Rafael Cabrera Airport,Nueva Gerona,CU,NA,21.83469963,-82.78379822
GFK,Grand Forks International Airport,Grand Forks,US,NA,47.949299,-97.176102
GGG,East Texas Regional Airport,Longview,US,NA,32.38399887,-94.71150208
GGT,Exuma International Airport,George Town,BS,NA,23.56259918,-75.87799835
GGW,Wokal Field Glasgow International Airport,Glasgow,US,NA,48.212502,-106.614998
GHB,Governor's Harbour Airport,Governor's Harbour,BS,NA,25.28470039,-76.33100128
GJA,La Laguna Airport,Guanaja,HN,NA,16.4454,-85.906601
GJT,Grand Junction Regional Airport,Grand Junction,US,NA,39.12239838,-108.5270004
GLF,Golfito Airport,Golfito,CR,NA,8.654009819,-83.18219757
GLH,Mid Delta Regional Airport,Greenville,US,NA,33.48289871,-90.98560333
GND,Point Salines International Airport,Saint George's,GD,NA,12.00419998,-61.78620148
GNV,Gainesville Regional Airport,Gainesville,US,NA,29.69009972,-82.27179718
GOH,Godthaab / Nuuk Airport,Nuuk,GL,NA,64.19090271,-51.67810059
GPT,Gulfport Biloxi International Airport,Gulfport,US,NA,30.40730095,-89.07009888
GRB,Austin Straubel International Airport,Green Bay,US,NA,44.48509979,-88.12960052
GRI,Central Nebraska Regional Airport,Grand Island,US,NA,40.96749878,-98.30960083
GRK,Robert Gray  Army Air Field Airport,Fort Hood/Killeen,US,NA,31.06719971,-97.8289032
GRR,Gerald R. Ford International Airport,Grand Rapids,US,NA,42.88079834,-85.52279663
GSJ,San José Airport,Puerto San José,GT,NA,13.93620014,-90.83580017
GSO,Piedmont Triad International Airport,Greensboro,US,NA,36.09780121,-79.93730164
GSP,Greenville Spartanburg International Airport,Greenville,US,NA,34.89569855,-82.21890259
GST,Gustavus Airport,Gustavus,US,NA,58.4253006,-135.7070007
GTF,Great Falls International Airport,Great Falls,US,NA,47.48199844,-111.3710022
GTR,Golden Triangle Regional Airport,Columbus/W Point/Starkville,US,NA,33.45029831,-88.59140015
GUA,La Aurora Airport,Guatemala City,GT,NA,14.5833,-90.527496
GUB,Guerrero Negro Airport,Guerrero Negro,MX,NA,28.0261,-114.024002
GYM,General José María Yáñez International Airport,Guaymas,MX,NA,27.96899986,-110.9250031
HAV,José Martí International Airport,Havana,CU,NA,22.98920059,-82.40910339
HCR,Holy Cross Airport,Holy Cross,US,NA,62.18830109,-159.7749939
HIB,Range Regional Airport,Hibbing,US,NA,47.38660049,-92.83899689
HKB,Healy Lake Airport,Healy Lake,US,NA,63.9958,-144.6926
HLN,Helena Regional Airport,Helena,US,NA,46.60680008,-111.9830017
HMO,General Ignacio P. Garcia International Airport,Hermosillo,MX,NA,29.09589958,-111.0479965
HNH,Hoonah Airport,Hoonah,US,NA,58.0961,-135.410111
HNL,Daniel K Inouye International Airport,Honolulu,US,NA,21.32062,-157.924228
HNM,Hana Airport,Hana,US,NA,20.79560089,-156.0140076
HNS,Haines Airport,Haines,US,NA,59.24380112,-135.5240021
HOG,Frank Pais International Airport,Holguin,CU,NA,20.78560066,-76.31510162
HON,Huron Regional Airport,Huron,US,NA,44.3852005,-98.22850037
HOT,Memorial Field,Hot Springs,US,NA,34.47800064,-93.09619904
HOU,William P Hobby Airport,Houston,US,NA,29.64539909,-95.27890015
HPN,Westchester County Airport,White Plains,US,NA,41.06700134,-73.70760345
HRL,Valley International Airport,Harlingen,US,NA,26.22850037,-97.65440369
HRO,Boone County Airport,Harrison,US,NA,36.26150131,-93.15470123
HSV,Huntsville International Carl T Jones Field,Huntsville,US,NA,34.6371994,-86.77510071
HTS,Tri-State/Milton J. Ferguson Field,Huntington,US,NA,38.36669922,-82.55799866
HUS,Hughes Airport,Hughes,US,NA,66.04109955,-154.2630005
HUX,Bahías de Huatulco International Airport,Huatulco,MX,NA,15.7753,-96.262604
HVN,Tweed New Haven Airport,New Haven,US,NA,41.26369858,-72.88680267
HYA,Barnstable Municipal Boardman Polando Field,Hyannis,US,NA,41.66930008,-70.28040314
HYL,Hollis Clark Bay Seaplane Base,Hollis,US,NA,55.48160172,-132.6459961
IAD,Washington Dulles International Airport,Washington,US,NA,38.94449997,-77.45580292
IAH,George Bush Intercontinental Houston Airport,Houston,US,NA,29.9843998,-95.34140015
ICT,Wichita Eisenhower National Airport,Wichita,US,NA,37.649899,-97.433098
IDA,Idaho Falls Regional Airport,Idaho Falls,US,NA,43.514599,-112.070999
IFP,Laughlin Bullhead International Airport,Bullhead City,US,NA,35.15739822,-114.5599976
IGA,Inagua Airport,Matthew Town,BS,NA,20.97500038,-73.66690063
IGM,Kingman Airport,Kingman,US,NA,35.2594986,-113.9380035
ILF,Ilford Airport,Ilford,CA,NA,56.06140137,-95.61389923
ILG,New Castle Airport,Wilmington,US,NA,39.67869949,-75.60649872
ILM,Wilmington International Airport,Wilmington,US,NA,34.27059937,-77.90260315
IND,Indianapolis International Airport,Indianapolis,US,NA,39.7173,-86.294403
INL,Falls International Airport,International Falls,US,NA,48.56620026,-93.40309906
IPT,Williamsport Regional Airport,Williamsport,US,NA,41.2417984,-76.9210968
IRK,Kirksville Regional Airport,Kirksville,US,NA,40.09349823,-92.54489899
ISP,Long Island Mac Arthur Airport,Islip,US,NA,40.79520035,-73.10019684
ITH,Ithaca Tompkins Regional Airport,Ithaca,US,NA,42.49100113,-76.45839691
ITO,Hilo International Airport,Hilo,US,NA,19.72139931,-155.0480042
IZT,Ixtepec Airport,Ixtepec,MX,NA,16.449301,-95.093697
JAC,Jackson Hole Airport,Jackson,US,NA,43.6072998,-110.737999
JAK,Jacmel Airport,Jacmel,HT,NA,18.24110031,-72.51850128
JAL,El Lencero Airport,Xalapa,MX,NA,19.47509956,-96.79750061
JAN,Jackson-Medgar Wiley Evers International Airport,Jackson,US,NA,32.31119919,-90.07589722
JAV,Ilulissat Airport,Ilulissat,GL,NA,69.24320221,-51.05709839
JAX,Jacksonville International Airport,Jacksonville,US,NA,30.49410057,-81.68789673
JBQ,La Isabela International Airport,La Isabela,DO,NA,18.57250023,-69.98560333
JBR,Jonesboro Municipal Airport,Jonesboro,US,NA,35.83169937,-90.64640045
JCH,Qasigiannguit Heliport,Qasigiannguit,GL,NA,68.82281555,-51.17344737
JEE,Jérémie Airport,Jeremie,HT,NA,18.66309929,-74.17030334
JEG,Aasiaat Airport,Aasiaat,GL,NA,68.72180176,-52.78469849
JFK,John F Kennedy International Airport,New York,US,NA,40.63980103,-73.77890015
JFN,Northeast Ohio Regional Airport,Ashtabula,US,NA,41.77799988,-80.69550323
JFR,Paamiut Airport,Paamiut,GL,NA,62.01473618,-49.67093658
JGO,Qeqertarsuaq Heliport,Qeqertarsuaq Airport,GL,NA,69.25118199,-53.51487637
JGR,Groennedal Heliport,Groennedal,GL,NA,61.233299,-48.099998
JHM,Kapalua Airport,Lahaina,US,NA,20.96290016,-156.6730042
JHS,Sisimiut Airport,Sisimiut,GL,NA,66.95130157,-53.72930145
JJU,Qaqortoq Heliport,Qaqortoq,GL,NA,60.71568416,-46.02991864
JLN,Joplin Regional Airport,Joplin,US,NA,37.15179825,-94.49829865
JMS,Jamestown Regional Airport,Jamestown,US,NA,46.92969894,-98.67819977
JNS,Narsaq Heliport,Narsaq,GL,NA,60.91728273,-46.05992317
JNU,Juneau International Airport,Juneau,US,NA,58.35499954,-134.576004
JQA,Qaarsut Airport,Uummannaq,GL,NA,70.73419952,-52.69620132
JQE,Jaqué Airport,Jaqué,PA,NA,7.517779827,-78.15720367
JRA,West 30th St. Heliport,New York,US,NA,40.754501,-74.007103
JST,John Murtha Johnstown Cambria County Airport,Johnstown,US,NA,40.31610107,-78.83390045
JSU,Maniitsoq Airport,Maniitsoq,GL,NA,65.41249847,-52.93939972
JUV,Upernavik Airport,Upernavik,GL,NA,72.79019928,-56.13059998
KBC,Birch Creek Airport,Birch Creek,US,NA,66.27400208,-145.8240051
KCQ,Chignik Lake Airport,Chignik Lake,US,NA,56.25500107,-158.7749939
KEH,Kenmore Air Harbor Inc Seaplane Base,Kenmore,US,NA,47.75479889,-122.2590027
KGK,Koliganek Airport,Koliganek,US,NA,59.72660065,-157.2590027
KGQ,Kangersuatsiaq Heliport,Kangersuatsiaq,GL,NA,72.381092,-55.536586
KGX,Grayling Airport,Grayling,US,NA,62.895187,-160.066289
KIF,Kingfisher Lake Airport,Kingfisher Lake,CA,NA,53.01250076,-89.8553009
KIN,Norman Manley International Airport,Kingston,JM,NA,17.93569946,-76.78749847
KKI,Akiachak Airport,Akiachak,US,NA,60.90480042,-161.4219971
KLG,Kalskag Airport,Kalskag,US,NA,61.53630066,-160.3410034
KOA,Ellison Onizuka Kona International At Keahole Airport,Kailua/Kona,US,NA,19.738783,-156.045603
KOZ,Ouzinkie Airport,Ouzinkie,US,NA,57.925362,-152.496715
KQA,Akutan Seaplane Base,Akutan,US,NA,54.13377044,-165.7788956
KTN,Ketchikan International Airport,Ketchikan,US,NA,55.35559845,-131.7140045
KTP,Tinson Pen Airport,Tinson Pen,JM,NA,17.98859978,-76.82379913
KUS,Kulusuk Airport,Kulusuk,GL,NA,65.57360077,-37.12360001
KWN,Quinhagak Airport,Quinhagak,US,NA,59.7551,-161.845
KWP,West Point Village Seaplane Base,West Point,US,NA,57.77009964,-153.548996
KZB,Zachar Bay Seaplane Base,Zachar Bay,US,NA,57.553001,-153.746052
LAK,Aklavik/Freddie Carmichael Airport,Aklavik,CA,NA,68.223297,-135.00599
LAN,Capital City Airport,Lansing,US,NA,42.77870178,-84.58740234
LAP,Manuel Márquez de León International Airport,La Paz,MX,NA,24.0727005,-110.3619995
LAR,Laramie Regional Airport,Laramie,US,NA,41.31209946,-105.6750031
LAS,McCarran International Airport,Las Vegas,US,NA,36.08010101,-115.1520004
LAX,Los Angeles International Airport,Los Angeles,US,NA,33.94250107,-118.4079971
LBB,Lubbock Preston Smith International Airport,Lubbock,US,NA,33.663601,-101.822998
LBE,Arnold Palmer Regional Airport,Latrobe,US,NA,40.27590179,-79.40480042
LBF,North Platte Regional Airport Lee Bird Field,North Platte,US,NA,41.12620163,-100.6839981
LBL,Liberal Mid-America Regional Airport,Liberal,US,NA,37.0442009,-100.9599991
LCE,Goloson International Airport,La Ceiba,HN,NA,15.7425,-86.852997
LCH,Lake Charles Regional Airport,Lake Charles,US,NA,30.12610054,-93.22329712
LCK,Rickenbacker International Airport,Columbus,US,NA,39.813801,-82.927803
LEB,Lebanon Municipal Airport,Lebanon,US,NA,43.62609863,-72.30419922
LEX,Blue Grass Airport,Lexington,US,NA,38.03649902,-84.60590363
LFT,Lafayette Regional Airport,Lafayette,US,NA,30.20529938,-91.98760223
LGA,La Guardia Airport,New York,US,NA,40.77719879,-73.87259674
LGB,Long Beach /Daugherty Field/ Airport,Long Beach,US,NA,33.81769943,-118.1520004
LGI,Deadman's Cay Airport,Deadman's Cay,BS,NA,23.17900085,-75.09359741
LIH,Lihue Airport,Lihue,US,NA,21.97599983,-159.3390045
LIO,Limon International Airport,Puerto Limon,CR,NA,9.957960129,-83.02200317
LIR,Daniel Oduber Quiros International Airport,Liberia,CR,NA,10.5933,-85.544403
LIT,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,US,NA,34.72940063,-92.22429657
LKE,Kenmore Air Harbor Seaplane Base,Seattle,US,NA,47.62900162,-122.3389969
LLU,Alluitsup Paa Heliport,Alluitsup Paa,GL,NA,60.46445,-45.56917
LMM,Valle del Fuerte International Airport,Los Mochis,MX,NA,25.68519974,-109.0810013
LMT,Crater Lake-Klamath Regional Airport,Klamath Falls,US,NA,42.156101,-121.733002
LNK,Lincoln Airport,Lincoln,US,NA,40.85100174,-96.75920105
LNS,Lancaster Airport,Lancaster,US,NA,40.12170029,-76.2960968
LNY,Lanai Airport,Lanai City,US,NA,20.78560066,-156.951004
LPS,Lopez Island Airport,Lopez,US,NA,48.48389816,-122.9380035
LRD,Laredo International Airport,Laredo,US,NA,27.54380035,-99.46160126
LRM,Casa De Campo International Airport,La Romana,DO,NA,18.45070076,-68.91179657
LSE,La Crosse Municipal Airport,La Crosse,US,NA,43.879002,-91.256699
LTO,Loreto International Airport,Loreto,MX,NA,25.98920059,-111.3479996
LUP,Kalaupapa Airport,Kalaupapa,US,NA,21.21100044,-156.973999
LWS,Lewiston Nez Perce County Airport,Lewiston,US,NA,46.37450027,-117.0149994
LWT,Lewistown Municipal Airport,Lewistown,US,NA,47.04930115,-109.4670029
LYH,Lynchburg Regional Preston Glenn Field,Lynchburg,US,NA,37.3266983,-79.20040131
LZC,Lázaro Cárdenas Airport,Lázaro Cárdenas,MX,NA,18.00169945,-102.2210007
MAF,Midland International Airport,Midland,US,NA,31.94249916,-102.2020035
MAM,General Servando Canales International Airport,Matamoros,MX,NA,25.76989937,-97.52529907
MAZ,Eugenio Maria De Hostos Airport,Mayaguez,PR,NA,18.25569916,-67.14849854
MBJ,Sangster International Airport,Montego Bay,JM,NA,18.50370026,-77.91339874
MBS,MBS International Airport,Saginaw,US,NA,43.53290176,-84.07959747
MCG,McGrath Airport,McGrath,US,NA,62.95289993,-155.6060028
MCI,Kansas City International Airport,Kansas City,US,NA,39.2976,-94.713898
MCN,Middle Georgia Regional Airport,Macon,US,NA,32.69279861,-83.64920044
MCO,Orlando International Airport,Orlando,US,NA,28.42939949,-81.30899811
MDT,Harrisburg International Airport,Harrisburg,US,NA,40.19350052,-76.76339722
MDW,Chicago Midway International Airport,Chicago,US,NA,41.785999,-87.752403
MEI,Key Field,Meridian,US,NA,32.33259964,-88.75189972
MEM,Memphis International Airport,Memphis,US,NA,35.04240036,-89.97669983
MEX,Licenciado Benito Juarez International Airport,Mexico City,MX,NA,19.4363,-99.072098
MFE,Mc Allen Miller International Airport,Mc Allen,US,NA,26.17580032,-98.23860168
MFR,Rogue Valley International Medford Airport,Medford,US,NA,42.37419891,-122.8730011
MGA,Augusto C. Sandino (Managua) International Airport,Managua,NI,NA,12.14150047,-86.16819763
MGM,Montgomery Regional (Dannelly Field) Airport,Montgomery,US,NA,32.30059814,-86.39399719
MGW,Morgantown Municipal Walter L. Bill Hart Field,Morgantown,US,NA,39.64289856,-79.91629791
MHH,Leonard M Thompson International Airport,Marsh Harbour,BS,NA,26.5114,-77.083503
MHK,Manhattan Regional Airport,Manhattan,US,NA,39.14099884,-96.67079926
MHT,Manchester-Boston Regional Airport,Manchester,US,NA,42.932598,-71.435699
MIA,Miami International Airport,Miami,US,NA,25.79319954,-80.29060364
MID,Licenciado Manuel Crescencio Rejon Int Airport,Mérida,MX,NA,20.93700027,-89.65769959
MKE,General Mitchell International Airport,Milwaukee,US,NA,42.94720078,-87.89659882
MKG,Muskegon County Airport,Muskegon,US,NA,43.169498,-86.238197
MKK,Molokai Airport,Kaunakakai,US,NA,21.1529007,-157.095993
MKL,McKellar-Sipes Regional Airport,Jackson,US,NA,35.599899,-88.915604
MLB,Melbourne International Airport,Melbourne,US,NA,28.10280037,-80.64530182
MLI,Quad City International Airport,Moline,US,NA,41.44850159,-90.50749969
MLL,Marshall Don Hunter Sr Airport,Marshall,US,NA,61.86429977,-162.026001
